category_name;subcategory_name;subsubcategory_name;subsubsubcategory_name;name;price;nutrition_info;composition;general_info;image;features;extra
Овощи, фрукты, зелень;Овощи;;;Редис 500гр;74₽;;;Вес, г: 500;https://img.05.ru/resize/nc_SSdQCeARObiSSQhPofPLh3xldTqAEAOVm0N5QQpg//rs:fit:912:606:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODkyNDQvMi5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Капуста 1-1,8 кг;82₽;;;"Энергетическая ценность в 100 г: 27
Белки в 100 г: 1.8
Жиры в 100 г: 0.1
Углеводы в 100 г: 4.7
Дополнительная информация: в 100 г свежей капусты содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 2%. Из жирорастворимых витаминов в свежей капусте присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/qJHpb56bQsLQlkr9G0EKC0JHQF7bILvJAkSX1WCD1dE//rs:fit:1017:943:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU1NjgvMy5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Цветной перец болгарский 2шт;67₽;;;"Энергетическая ценность в 100 г: 20
Белки в 100 г: 0.86
Жиры в 100 г: 0.17
Углеводы в 100 г: 4.64
Дополнительная информация: в 100 г болгарского перца содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 2%. Из жирорастворимых витаминов в болгарском перце присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/GdrOx_hwiNVPj2l9vZKx5IidgVK7tEUZYPKe5dsAiCg//rs:fit:500:400:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODg1NTkvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Зеленый перец болгарский, 1 кг;74₽;;;"Энергетическая ценность в 100 г: 20
Белки в 100 г: 0.9
Жиры в 100 г: 0.2
Углеводы в 100 г: 2.9
Вес, г: 1000";https://img.05.ru/resize/IPOl5bnzQOxCulN1Z3fx59QOQrpTvNZaMVMmnlIRTQs//rs:fit:450:312:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTE4MzYvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Пекинская капуста 1шт;103₽;;;"Энергетическая ценность в 100 г: 13
Белки в 100 г: 1.5
Жиры в 100 г: 0.2
Углеводы в 100 г: 2.18
Дополнительная информация: в 100 г пекинской капусты содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 1%. Из жирорастворимых витаминов в пекинской капусте присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/xuLmAZ3NmYj38fLAolbqXgK-NZFND_5H7k4Scaul4O4//rs:fit:1626:1088:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU0MjAvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Перчики чили 1 упаковка;143₽;;;"Энергетическая ценность в 100 г: 40
Белки в 100 г: 2
Жиры в 100 г: 0.2
Углеводы в 100 г: 8
Дополнительная информация: в 100 г острого красного перца чили содержатся 3% суточной нормы белка, жиров — 1% и углеводов — 3%. Из жирорастворимых витаминов в остром красном перце чили присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/tl1p6_C9nyES8moJgbxJhLwJwYUj-GUsi8NPpUBla3U//rs:fit:968:730:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTk0MDIvMi5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Помидоры розовые 500гр;45₽;;;"Энергетическая ценность в 100 г: 24
Белки в 100 г: 1.1
Жиры в 100 г: 0.2
Углеводы в 100 г: 5.2
Вес, г: 500
Дополнительная информация: в 100 г помидоров содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 1%. Из жирорастворимых витаминов в помидорах присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/rajDlLvomH2ZUpLhPXOIA3feOn6FVTrTf0l7MqeT4F8//rs:fit:1000:903:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODUxNTUvMi5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Бурак 1 кг;42₽;;;"Энергетическая ценность в 100 г: 43
Белки в 100 г: 1.61
Жиры в 100 г: 0.17
Углеводы в 100 г: 9.56
Вес, г: 1000
Дополнительная информация: в 100 г свеклы содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 3%. Из жирорастворимых витаминов в свекле присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/hByOGiS52Wj39QDgpqZL9o7TSzUVo6TGm4Bv6j5q3Do//rs:fit:873:781:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODc5MDgvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Картофель 1кг;34₽;;;"Энергетическая ценность в 100 г: 77
Белки в 100 г: 2
Жиры в 100 г: 0.1
Углеводы в 100 г: 17
Вес, г: 1000
Дополнительная информация: в 100 г картофеля содержатся 3% суточной нормы белка, жиров — 0% и углеводов — 6%. Из жирорастворимых витаминов в картофеле присутствуют бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/Ecu8q--8vlFIMObi2xGzqF4JbzK0JTbgRv0Iv2kn9GU//rs:fit:400:400:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODUxNDcvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Сельдерей 1 упаковка;110₽;;;"Энергетическая ценность в 100 г: 16
Белки в 100 г: 0.69
Жиры в 100 г: 0.17
Углеводы в 100 г: 2.97
Дополнительная информация: в 100 г сельдерея содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 1%. Из жирорастворимых витаминов в сельдерее присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/RKEXEmXEACxkiaA0iWM4vBJj8qi9PR1P5LjBOB420bY//rs:fit:910:454:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDE2NjkvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Баклажан 1кг;74₽;;;"Энергетическая ценность в 100 г: 25
Белки в 100 г: 0.98
Жиры в 100 г: 0.18
Углеводы в 100 г: 5.88
Вес, г: 1000
Дополнительная информация: в 100 г свежего баклажана содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 2%. Из жирорастворимых витаминов в свежем баклажане присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/gLLaq3EkCa0EKKg0FC9c-HiQktF2YCHBF3hI-PLH_q0//rs:fit:1024:768:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODkwODQvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Кабачки 1кг;72₽;;;"Энергетическая ценность в 100 г: 24
Белки в 100 г: 0.6
Жиры в 100 г: 0.3
Углеводы в 100 г: 4.6
Вес, г: 1000
Дополнительная информация: в 100 г кабачка содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 1%. Из жирорастворимых витаминов в кабачке присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/fRwHFZ22cLS5rWkUarSOCEf_y96v2hadue798eLLeu8//rs:fit:1110:833:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTE5NjYvNS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Кукуруза 1кг;98₽;;;"Энергетическая ценность в 100 г: 123
Белки в 100 г: 4
Жиры в 100 г: 2
Углеводы в 100 г: 22
Вес, г: 1000";https://img.05.ru/resize/g_NA68y22ZDsx1jWtY6HFpyI-yNWwUbsTM-l-4Xg0RA//rs:fit:1732:1098:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU1NjkvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Имбирь 1шт;91₽;;;"Энергетическая ценность в 100 г: 80
Белки в 100 г: 1.82
Жиры в 100 г: 0.75
Углеводы в 100 г: 17.77
Дополнительная информация: в 100 г корня имбиря содержатся 2% суточной нормы белка, жиров — 1% и углеводов — 6%. Из жирорастворимых витаминов в корне имбиря присутствуют E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/czMS3n0sDAMbOkme4a-wT6cwPJqxlT07aqc-VQBTFo8//rs:fit:716:392:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTk4MzUvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Цветная капуста 1кг;242₽;;;"Энергетическая ценность в 100 г: 25
Белки в 100 г: 1.92
Жиры в 100 г: 0.28
Углеводы в 100 г: 4.97
Вес, г: 1200
Дополнительная информация: в 100 г цветной капусты содержатся 3% суточной нормы белка, жиров — 0% и углеводов — 2%. Из жирорастворимых витаминов в цветной капусте присутствуют E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/TTqZ6NRSSmgXt2OCP6ZN3AYGvPbTXFWhBwmaXiHnjXo//rs:fit:996:709:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTk4MzYvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Морковь 500гр;27₽;;;"Энергетическая ценность в 100 г: 35
Белки в 100 г: 1.3
Жиры в 100 г: 0.1
Углеводы в 100 г: 6.9
Вес, г: 500
Дополнительная информация: в 100 г сырой моркови содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 3%. Из жирорастворимых витаминов в сырой моркови присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/8pDtqt0PhlhjaNBgMFLhn3DHOAIeh4FqVF4_baueDTY//rs:fit:763:554:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODUxNTIvMS5qcGc;;
Овощи, фрукты, зелень;Овощи;;;Лук, 1 кг;36₽;;;"Энергетическая ценность в 100 г: 40
Белки в 100 г: 1.1
Жиры в 100 г: 0.1
Углеводы в 100 г: 9.34
Вес, г: 1000
Дополнительная информация: в 100 г репчатого лука содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 3%. Из жирорастворимых витаминов в репчатом луке присутствуют бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/LiQJgE7d0VU_TRKSqe7O7lJePmaUs8gD5E71KazMIfw//rs:fit:832:696:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODc5MDQvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Персики 1кг;205₽;;;"Энергетическая ценность в 100 г: 43
Белки в 100 г: 0.9
Жиры в 100 г: 0.1
Углеводы в 100 г: 9.5
Вес, г: 1000";https://img.05.ru/resize/rU3dykulS8xqhMtYfUid6JJzurVEwrYLJf_usIwofj4//rs:fit:1405:1352:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTE5NjUvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Яблоки Айдаред 1кг;154₽;;;"Страна происхождения: Молдавия
Энергетическая ценность в 100 г: 47
Белки в 100 г: 0.4
Жиры в 100 г: 0.4
Углеводы в 100 г: 9.8
Вес, г: 1";https://img.05.ru/resize/W2FLvfIuTTX-jAdX7CtmraP5fHZA7fa0CBZ-JMHbrqs//rs:fit:1920:1741:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTEyNDAvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Бананы Эквадор 1 кг;99₽;;;"Энергетическая ценность в 100 г: 89
Белки в 100 г: 1.1
Жиры в 100 г: 0.3
Углеводы в 100 г: 23
Вес, г: 1000
Дополнительная информация: в 100 г бананов содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 7%. Из жирорастворимых витаминов в бананах присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/AqSkaR6_s3r7w35ID2DaJaGpQKNHEF0zJa9ZWZGx1Pc//rs:fit:680:453:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODUxNTYvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Киви 500гр;203₽;;;"Энергетическая ценность в 100 г: 59
Белки в 100 г: 1.14
Жиры в 100 г: 0.52
Углеводы в 100 г: 14.66
Вес, г: 500
Дополнительная информация: в 100 г киви содержатся 2% суточной нормы белка, жиров — 1% и углеводов — 5%. Из жирорастворимых витаминов в киви присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/tcKeIr19wybusP5bIWlQhvRamuVV0gxJRr1rLX_SWss//rs:fit:600:600:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODUxNDkvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Яблоки Голден 1кг;149₽;;;"Энергетическая ценность в 100 г: 57
Белки в 100 г: 0.28
Жиры в 100 г: 0.15
Углеводы в 100 г: 13.6
Вес, г: 1000
Дополнительная информация: в 100 г яблок Голден содержатся 0% суточной нормы белка, жиров — 0% и углеводов — 4%. Из жирорастворимых витаминов в яблоках Голден присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/vgQ9wQ1aSUh5M_z-NKgZpvBLpQQGmD4ZHIHKA6buuqA//rs:fit:799:778:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTM5ODMvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Груши Вермонт 1кг;190₽;;;"Энергетическая ценность в 100 г: 42
Белки в 100 г: 0.4
Жиры в 100 г: 0.3
Углеводы в 100 г: 10.9
Вес, г: 1000
Дополнительная информация: в 100 г груши содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 5%. Из жирорастворимых витаминов в груше присутствуют A, бета-каротин, альфа-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/TnJ7TIM4z3LNrrtWZhZ0UJ_0AsahH-Q8kBm0HHrGBNU//rs:fit:565:491:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU2MzMvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Лимон турецкий, 1 шт;36₽;;;"Страна происхождения: Турция
Энергетическая ценность в 100 г: 29
Белки в 100 г: 1.1
Жиры в 100 г: 0.3
Углеводы в 100 г: 9.32
Вес, г: 0
Дополнительная информация: в 100 г лимона содержатся 2% суточной нормы белка, жиров — 0% и углеводов — 3%. Из жирорастворимых витаминов в лимоне присутствуют A, бета-каротин, альфа-каротин и E. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/6D7--V5BbBdurcRhW-jxD4KUEdt9F7PAnKyN8SpkTGo//rs:fit:759:472:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODc5MDcvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Яблоки Флорина 1кг;160₽;;;"Энергетическая ценность в 100 г: 47
Белки в 100 г: 0.4
Жиры в 100 г: 0.4
Углеводы в 100 г: 9.8
Вес, г: 1000";https://img.05.ru/resize/DLoRI5UZNwL5uRIgidDJkwDrZOI99ZMrfVxemEj_9jY//rs:fit:602:449:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU0NTMvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Гранат крупный 1 шт;160₽;;;"Энергетическая ценность в 100 г: 83
Белки в 100 г: 1.67
Жиры в 100 г: 1.17
Углеводы в 100 г: 18.7
Дополнительная информация: в 100 г граната содержатся 2% суточной нормы белка, жиров — 1% и углеводов — 6%. Из жирорастворимых витаминов в гранате присутствуют E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/XimQvqKazqKh-CIA45AqL1UvTz93bNtZBsEJdcY-I44//rs:fit:1920:1200:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODg1NjMvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Груша Пакхам 1кг;185₽;;;Вес, г: 1000;https://img.05.ru/resize/3cHWLLZq51u4Vukf8Z-3vGvuywj59iDf-t2SSCVxFm4//rs:fit:1103:1000:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODk2MzMvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Черешня 1кг;495₽;;;Вес, г: 1000;https://img.05.ru/resize/jbZDJ8aNuPZ1JDFouiDYVO1bHbgJZl4zwLu5LU6SOaY//rs:fit:1920:1388:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTAxMzcvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Мандарины Турция 1кг;227₽;;;"Страна происхождения: Турция
Энергетическая ценность в 100 г: 33
Белки в 100 г: 0.8
Жиры в 100 г: 0.2
Углеводы в 100 г: 7.5
Вес, г: 1000";https://img.05.ru/resize/din_t-xNbDv-722EAZsM2wHNFdsYBo--6rDedtZjMU8//rs:fit:947:702:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTg3MjcvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Слива крупная 500гр;107₽;;;"Энергетическая ценность в 100 г: 46
Белки в 100 г: 0.7
Жиры в 100 г: 0.28
Углеводы в 100 г: 11.42
Вес, г: 500";https://img.05.ru/resize/Z-iUlmL0QJwFNyqTDy9dNi-Nim23z-yexq6YXVlac2M//rs:fit:802:682:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU1ODcvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Апельсины Навел 1кг;160₽;;;"Страна происхождения: Египет
Энергетическая ценность в 100 г: 36
Белки в 100 г: 0.9
Жиры в 100 г: 0.2
Углеводы в 100 г: 8.1
Вес, г: 1000
Дополнительная информация: в 100 г апельсинов содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 4%. Из жирорастворимых витаминов в апельсинах присутствуют A, бета-каротин, альфа-каротин и E. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/ax_vZES6OcYL2rRLakLRRVkdk5czDqY943dmuwI-G3I//rs:fit:500:500:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODUxNTQvMy5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Яблоки местные 1кг;103₽;;;"Энергетическая ценность в 100 г: 47
Белки в 100 г: 0.4
Жиры в 100 г: 0.4
Углеводы в 100 г: 10
Вес, г: 1000";https://img.05.ru/resize/or8wu_qmac2HQEhCc8oElw2xS2ncjsnmTn_WeJGmXWo//rs:fit:580:536:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU3NjcvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Грейпфрут Турция 1 шт;77₽;;;"Страна происхождения: Турция
Энергетическая ценность в 100 г: 42
Белки в 100 г: 0.77
Жиры в 100 г: 0.14
Углеводы в 100 г: 10.66
Вес, г: 0
Дополнительная информация: в 100 г грейпфрута содержатся 1% суточной нормы белка, жиров — 0% и углеводов — 3%. Из жирорастворимых витаминов в грейпфруте присутствуют A, бета-каротин, альфа-каротин и E. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/UVf9Q7f3G5j0R835kyQ4Ad0Ul8hZSPncxoNjc5_FPic//rs:fit:1338:854:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODc5MTAvMS5qcGc;;
Овощи, фрукты, зелень;Фрукты;;;Абрикосы 500гр;103₽;;;Вес, г: 500;https://img.05.ru/resize/0aJi3qrxrzYf2esmwq1nW3l4Wg1jcesJA72bwKfzGig//rs:fit:1156:685:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODkyNDUvMS5qcGc;;
Овощи, фрукты, зелень;Зелень;;;Шпинат мини 1 упаковка;260₽;;;"Энергетическая ценность в 100 г: 23
Белки в 100 г: 2.86
Жиры в 100 г: 0.39
Углеводы в 100 г: 3.63
Дополнительная информация: в 100 г шпината содержатся 4% суточной нормы белка, жиров — 1% и углеводов — 1%. Из жирорастворимых витаминов в шпинате присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/xpdzM1RvG3BlEMUKBbfrYDe78X_gVWrKITdF9uZIdZU//rs:fit:747:671:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTkxNzMvMS5qcGc;;
Овощи, фрукты, зелень;Зелень;;;Петрушка 1 пучок;33₽;;;"Энергетическая ценность в 100 г: 36
Белки в 100 г: 2.97
Жиры в 100 г: 0.79
Углеводы в 100 г: 6.33
Дополнительная информация: в 100 г петрушки содержатся 4% суточной нормы белка, жиров — 1% и углеводов — 2%. Из жирорастворимых витаминов в петрушке присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/-_MkXFiBQLeUaL-ET-LDnIrCdISBwDRi6z_McOLLOFY//rs:fit:695:495:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTE4MzUvMy5qcGc;;
Овощи, фрукты, зелень;Зелень;;;Салат Микс 1 упаковка;165₽;;;"Энергетическая ценность в 100 г: 23
Белки в 100 г: 2.4
Жиры в 100 г: 0.58
Углеводы в 100 г: 2";https://img.05.ru/resize/r5JbSHGw909OZJ04O96dL2r31GuVs6iVOGcyRqbMp9Y//rs:fit:650:489:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTk0NDYvMS5qcGc;;
Овощи, фрукты, зелень;Зелень;;;Листья салата 1 пучок;55₽;;;"Энергетическая ценность в 100 г: 15
Белки в 100 г: 1.2
Жиры в 100 г: 0.3
Углеводы в 100 г: 1.3
Дополнительная информация: химический состав листьев салата включает в себя большое количество витаминов В1 и В9, бета-каротина, аскорбиновой кислоты, витаминов Е и РР, а также железо, кальций, магний и пектин, который полезен для кишечника. Листья салата также оказывают положительное влияние на иммунитет.";https://img.05.ru/resize/xGySvwzKNm8i5lQRLazG-EX33HDRLZTrLWDi_mn06uw//rs:fit:910:806:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDE2NzcvMS5qcGc;;
Овощи, фрукты, зелень;Зелень;;;Зеленый лук 1 пучок;33₽;;;"Энергетическая ценность в 100 г: 27
Белки в 100 г: 0.97
Жиры в 100 г: 0.47
Углеводы в 100 г: 5.74
Дополнительная информация: в 100 г зелёного лука содержатся 1% суточной нормы белка, жиров — 1% и углеводов — 2%. Из жирорастворимых витаминов в зелёном луке присутствуют A, бета-каротин, E и K. Из водорастворимых — витамины C, B1, B2, B3 (PP), B4, B5, B6 и B9.";https://img.05.ru/resize/7l5ssHx9UaBk5Gc8BVeU47oVtAU2DlFs2TTZt6kBL-k//rs:fit:826:384:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTk0MDMvMS5qcGc;;
Молочные продукты, сыр  и яйца;Молочные продукты;Молоко;Пастеризованное;Молоко пастеризованное 3,2% 900гр Вкуснотеево;99₽;;цельное молоко, обезжиренное молоко;"Тип молока: коровье
Способ обработки: пастеризация
Жирность, %: 3.2
Упаковка: пластиковая бутылка
Энергетическая ценность в 100 г: 59.6
Белки в 100 г: 3
Жиры в 100 г: 3.2
Углеводы в 100 г: 4.7
Условия хранения: хранить при температуре от +2°С до +6°С
Срок годности: 10 дней";https://img.05.ru/resize/kr62j7g47Nf_GdPJs5qv0KQJQWkEwxzRXVbJbWmIQhk//rs:fit:532:1518:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDUzMjIvMS5qcGc;;
Молочные продукты, сыр  и яйца;Молочные продукты;Молоко;Пастеризованное;Молоко пастеризованное 2,5% в бутылке 930мл Кубанская буренка;92₽;;молоко нормализованное;"Тип молока: коровье
Способ обработки: пастеризация
Жирность, %: 2.5
Объем, л: 930
Упаковка: пластиковая бутылка
Энергетическая ценность в 100 г: 53
Белки в 100 г: 3
Жиры в 100 г: 2.5
Углеводы в 100 г: 4.7
Условия хранения: хранить при температуре от +2°С до +6°С
Срок годности: 15 дней";https://img.05.ru/resize/lpMvOiexTiXGFXR5Ky0Tq6d5irKsGyguvT8UpXI-83Y//rs:fit:708:1884:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU3ODcvMS5qcGc;;
