category_name;subcategory_name;subsubcategory_name;subsubsubcategory_name;name;price;nutrition_info;composition;general_info;image;features;extra
Сладости;Конфеты;Леденцы;;Карамель леденцовая со вкусом арбуза, 25гр HALLS;38₽;;сахар, патока мальтозная, ароматизаторы, регуляторы кислотности (Е 330, Е332 (II)), концентрат сока черной моркови, ментол, краситель (Е 160а);"Бренд: Halls
Вкус: арбуз
Упаковка: бумажная обертка
Не содержит: ГМО
Энергетическая ценность в 100 г (ккал): 385
Углеводы, г: 91
Вес, г: 25
Условия хранения: хранить при температуре до +25`C, с относительной влажностью воздуха не более 65%
Срок годности: 2 года";https://img.05.ru/resize/njcAqr5Cy4fCx2b5gswCPBw6ZHr7sT_Qjwy7p15WdpM//rs:fit:1200:391:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTAwOTEvMi5qcGc;;
Сладости;Конфеты;Помадные;;Конфеты, 90гр Raffaello;205₽;;сушеная кокосовая стружка, растительные жиры, сахар, орехи миндаля сладкого, сухое обезжиренное молоко, сухая молочная сыворотка, мука пшеничная, тапиоковый крахмал, эмульгатор: лецитины, ароматизаторы, разрыхлитель: гидрокарбонат натрия, соль. Содержит орехи, молоко, злаки, содержащие глютен, сою и продукты их переработки.;"Бренд: Raffaello
Упаковка: пластиковая обертка
Веганский продукт: нет
Энергетическая ценность в 100 г (ккал): 628
Белки, г: 7.2
Жиры, г: 48.6
Углеводы, г: 38.3
Вес, г: 90
Условия хранения: хранить при температуре от +5°С до +20°С
Срок годности: 8 месяцев";https://img.05.ru/resize/xhTHWfORBIyoYNbZXZcWZTnuH6z61EtO8yUjChDftL8//rs:fit:711:539:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODgzMTIvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты шоколадные ""Укус женщины"", 200гр АтАг";132₽;;"кондитерская глазурь (сахарный песок, заменитель какао-масла (рафинированное дезодорированное растительное пальмоядровое масло, эмульгатор - лецитин соевый Е322), какао-порошок, ароматизатор ""ванилин""), начинка пралине (сахарный песок, заменитель какао-масла, сухое цельное молоко, сыворотка сухая молочная, взрывная карамель (сахар 62,2%, глюкоза 31,6%, лактоза 4,4%, углекислота Е290), ароматизаторы (""вишня с ромом"", ""пинаколада"", ""дюшес"", ""творожный крем""), пищевой краситель (""экотон кармин"", ""акванат турмерик"", ""экотон паприка"")";"Бренд: АтАг
Вид конфет: шоколадные
Вид шоколада: молочный
Вкус начинки: вишневый
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 540
Белки, г: 4.8
Жиры, г: 34.7
Углеводы, г: 57
Вес, г: 200
Страна производства: Россия
Условия хранения: хранить при температуре от +15°С до +21°С в сухом прохладном месте
Срок годности: 6 месяцев";https://img.05.ru/resize/3xYmfVBImJi-egGMXLYp3bJV-wSs0AdJwSZeRNA2Ehc//rs:fit:620:447:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU0OTIvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты шоколадные ""Слеза мужчины"", 200гр АтАг";128₽;;"кондитерская глазурь (сахарный песок, заменитель какао-масла (рафинированное дезодорированное растительное пальмоядровое масло, эмульгатор - лецитин соевый Е322), какао-порошок, ароматизатор ""ванилин""), начинка пралине (сахарный песок, заменитель какао-масла, сухое цельное молоко, сыворотка сухая молочная, ароматизаторы (ром, бренди, коньяк, бейлиз), взрывная карамель сухая (сахар 62,2%, глюкоза 31,6%, лактоза 4,4%, углекислота Е290).";"Бренд: АтАг
Вид конфет: шоколадные
Вид шоколада: темный
Вкус начинки: карамельный, шоколадный
Особенности: подходит вегетарианцам
Энергетическая ценность в 100 г (ккал): 498
Белки, г: 0.1
Жиры, г: 18
Углеводы, г: 40
Вес, г: 200
Страна производства: Россия
Стандарты производства: ГОСТ 4570-2014
Условия хранения: хранить в темном прохладном месте при температуре +20'C
Срок годности: 1 год";https://img.05.ru/resize/_mSKWB6eYZFQYCIBO1LHbs46Z3x7KsIlaPLHSk4M31k//rs:fit:440:320:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU0OTAvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты шоколадные ""Отломи"", 1кг Акконд";429₽;;сахар, жир растительный, мука пшеничная, арахис, патока, цельное сгущенное молоко с сахаром (молоко цельное, молоко обезжиренное, сахара - сахароза, лактоза), масло кокосовое, сыворотка сухая молочная, сухое обезжиренное молоко, тертое какао, рис воздушный (крупа рисовая, мука пшеничная, сахар, экстракт ячменно-солодовый (солод ячменный, вода, солод ржаной), соль), влагоудерживающие агенты – сорбитовый сироп, глицерин, глюкоза, мука ржаная, обезвоженный молочный жир, соль, сливочное масло, эмульгатор - соевый лецитин, крахмал кукурузный, разрыхлители - гидрокарбонат натрия, гидрокарбонат аммония, продукты яичные, ароматизаторы – концентрированное молоко, шоколад молочный, антиокислители – аскорбиновая кислота, альфа-токоферол.;"Бренд: Акконд
Вид конфет: вафельные
Вид шоколада: темный
Вкус начинки: шоколад, орехи
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 519
Белки, г: 7.5
Жиры, г: 28
Углеводы, г: 60
Вес, г: 1000
Страна производства: Россия
Условия хранения: хранить при температуре от +15°C до +21°C и относительной влажности воздуха не более 75%
Срок годности: 9 месяцев";https://img.05.ru/resize/B2dtPKJwsh3juIRIEgWbxzObeXRHA0dJJKfx5ZFm2oA//rs:fit:443:339:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay8wMDAwMDE5NTQ4OC8xLmpwZw;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты с вафельной крошкой 180гр Родные просторы;188₽;;сахар, арахис тертый (20,6%), какао тертое, вафля (8,9%) (мука пшеничная (содержит глютен), продукты яичные, соль, разрыхлитель (гидрокарбонат натрия)), жир специального назначения (масла пальмовое, ши), эквивалент масла какао (масла пальмовое, ши), сыворотка молочная сухая, молочный жир, эмульгаторы (соевый лецитин, Е476);"Бренд: Россия - щедрая душа!
Упаковка: картонная коробка
Вид конфет: шоколадные
Вид шоколада: молочный
Вкус начинки: ореховый
Добавки: вафельная крошка, арахис
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 540
Белки, г: 8.8
Жиры, г: 30
Углеводы, г: 56
Вес, г: 180
Страна производства: Россия
Стандарты производства: СТО 96436727-010-2016
Условия хранения: хранить при температуре от +15`С до +21`С, с относительной влажностью воздуха не более 75%
Срок годности: 11 месяцев";https://img.05.ru/resize/po3qdckiQosIID7_qMi86xB7qT5y5y6cYkirJmSW5Zg//rs:fit:1652:1148:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay8wMDAwMDE5OTEzNS8yLmpwZw;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные Ореховая роща 1кг Красный Октябрь;729₽;;"шоколадная глазурь (сахар, какао тертое, эквивалент масла какао (рафинированные дезодорированные, фракционированные, негидрогенизированные растительные масла (пальмовое, ши)) какао- порошок, эмульгаторы: лецитин соевый, Е476, ароматизатор ""Ваниль""), сахар, арахис тертый, сухое цельное молоко, вафли дробленые (вода питьевая, мука пшеничная хлебопекарная высшего сорта, масло подсолнечное рафинированное дезодорированное, соль, разрыхлитель гидрокарбонат натрия, эмульгатор лецитин соевый), масло какао, жир специального назначения (рафинированные дезодорированные масла:пальмовое, ши, эмульгатор Е471), ядро ореха миндаля тертое, заменитель масла како (частично гидрогенизированные растительные масла:пальмовое, соевое, ши, рапсовое, эмульгатор лецитин подсолнечный), настойка (вода питьевая исправленная, спирт этиловый ректификованный высшей очистки, рябиновый морс, сахар, коньяк, краситель натуральный сахарный колер Е150b)";"Бренд: Красный октябрь
Вид конфет: шоколадные
Вид шоколада: темный
Вкус начинки: ореховый
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 530
Белки, г: 10
Жиры, г: 32
Углеводы, г: 50
Вес, г: 1000
Страна производства: Россия
Условия хранения: хранить при температуре от +5'C до +25'C, при относительной влажности воздуха не более 75%
Срок годности: 1 год";https://img.05.ru/resize/xO-GhJvUJ46l-aSwA-yoQBFiN_73YVIOT9trpzm6XhU//rs:fit:413:467:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDE0MDIvNS5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные Snickers Minis, 200гр;136₽;;"молочный шоколад: сахар, какао-масло, какао тертое, лактоза, молоко сухое цельное, сухая молочная сыворотка, молочный жир, эмульгатор (соевый лецитин), ароматизатор (ванилин); глюкозный сироп (кукурузный, пшеничный), арахис, сахар, масло пальмовое рафинированное дезодорированное, сухое обезжиренное молоко, соль, сухой яичный белок, ароматизатор ванилин";"Бренд: Snickers
Вид конфет: батончики
Вид шоколада: молочный
Вкус начинки: нуга, мягкая карамель
Добавки: арахис
Не содержит: консерванты
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 500
Белки, г: 7.9
Жиры, г: 25.8
Углеводы, г: 58.2
Вес, г: 200
Страна производства: Россия
Условия хранения: хранить с относительной влажностью воздуха не более 70%, при температуре от +5`С до +22`С
Срок годности: 7 месяцев
Дополнительная информация: может содержать незначительное количество фундука, миндаля, кешью; трансизомеров ненасыщенных жирных кислот в шоколаде не более 0,3 %";https://img.05.ru/resize/ynDwKx2oTpeLWG3DrFdatWYcFf-6CNEBf1sKjZyaiYg//rs:fit:775:358:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTUzMzkvMy5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные Milky Way Minis, 200гр;137₽;;"молочный шоколад (сахар, какао масло, какао тертое, сухое цельное молоко, лактоза, сухая молочная сыворотка, молочный жир, эмульгатор (соевый лецитин), ароматизатор (ванилин)); глюкозный сироп (кукурузный, пшеничный), сахар, масло пальмовое рафинированное дезодорированное, сухое обезжиренное молоко, ячменный солодовый экстракт, соль, сухой яичный белок, ароматизатор (ванилин)";"Бренд: Milky Way
Вид конфет: батончики
Вид шоколада: молочный
Вкус начинки: ореховый, сливочный, шоколадный
Не содержит: консерванты
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 453
Белки, г: 2.6
Жиры, г: 16.8
Углеводы, г: 72.4
Вес, г: 200
Страна производства: Россия
Стандарты производства: ТУ 9125-026-11489576
Условия хранения: хранить с относительной влажностью воздуха не более 70%, при температуре от +5`С до +22`С
Срок годности: 9 месяцев
Дополнительная информация: может содержать незначительное количество арахиса, фундука, миндаля";https://img.05.ru/resize/jOLdZp9LNsAxtTPJ4OQgpY8deM0-_4pan6pMvhrE6xk//rs:fit:1462:1154:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTUzNDQvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты шоколадные ""Маска"", 1кг РотФронт";442₽;;"сахар, шоколадная глазурь(сахар, какао тертое,эквивалент какао масла, какао порошок, эмульгаторы Е322, Е476, ароматизатор, идентичный натуральному ""ваниль""), заменитель масла какао, арахис тертый, сухое цельное молоко, мука соевая дезодорированная, какао порошок, антиокислитель Е 300, ароматизатор, идентичный натуральному ""Ванильный""";"Бренд: Красный октябрь
Вид конфет: шоколадные
Вид шоколада: темный
Вкус начинки: шоколад, орехи
Не содержит: ГМО
Энергетическая ценность в 100 г (ккал): 516
Белки, г: 8.2
Жиры, г: 30.3
Углеводы, г: 54
Вес, г: 1000
Страна производства: Россия
Стандарты производства: ТУ 9120-005-59727039
Условия хранения: хранить при температуре от 15`c до 21`c и относительной влажности воздуха не более 75%
Срок годности: 9 месяцев";https://img.05.ru/resize/orRT4XwZqonjVRzTP4FTexgAf3RCtKzYXsO-PgkYAjk//rs:fit:974:1038:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU0ODQvMS5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты Эли в темном шоколаде 200гр Славянка;97₽;;сахар, молоко цельное сгущённое с сахаром (молоко нормализованное, сахара (сахароза, лактоза)), какао-тёртое, патока, жир растительный (масло растительное, эмульгатор лецитин соевый, антиокислитель концентрат смеси токоферолов), молоко сухое обезжиренное, эквивалент масла какао (масла растительные, эмульгатор лецитины), сыворотка молочная сухая, спирт этиловый ректификованный, эмульгаторы (лецитин соевый, эфиры полиглицерина и взаимоэтерифицированных рициноловых кислот), ароматизаторы, соль.;"Бренд: Славянка
Упаковка: флоу-пак
Вид конфет: шоколадные
Вид шоколада: темный
Энергетическая ценность в 100 г (ккал): 450
Белки, г: 5.5
Жиры, г: 21
Углеводы, г: 58
Вес, г: 200
Страна производства: Россия
Срок годности: 8 месяцев
Дополнительная информация: конфеты ассорти с молочно-кремовой начинкой в тёмном шоколаде.";https://img.05.ru/resize/xCrCfUKpWlL16-pEgKHxAmpujd5rm_vTXe20oE0jgdk//rs:fit:460:258:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDE0MDMvMS5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты шоколадные ""Забегай на чай"", 200гр АтАг";105₽;;кондитерская глазурь (сахарный песок, заменитель какао масла, какао порошок, какао тертое, сыворотка сухая молочная, сухое цельное молоко, эмульгатор лецитин соевый Е322, ароматизатор ванилин), начинка пралине (сахарный песок, кокосовое масло, какао натуральное, сухое цельное молоко, сыворотка сухая молочная, арахисовая паста), натуральные ароматизаторы ореховая паста, шоколадно-ореховый крем, миндаль;"Бренд: АтАг
Вид конфет: пралине
Вид шоколада: молочный
Вкус начинки: шоколад, орехи
Не содержит: ГМО
Содержит: натуральные ароматизаторы, натуральные ингредиенты
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 569
Белки, г: 4.9
Жиры, г: 39.1
Углеводы, г: 49.6
Вес, г: 200
Страна производства: Россия
Стандарты производства: ТУ 10.82.22-001-0107684578-2017
Условия хранения: хранить при температуре от +15°С до +21°С вдали от прямого солнечного света
Срок годности: 6 месяцев";https://img.05.ru/resize/gn5u37nmPZAlIY5CSGHr212zMnvGz6aGMWyFcjK-iDs//rs:fit:990:561:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU0ODkvNC5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные Mars Minis, 200гр;137₽;;"молочный шоколад (сахар, какао масло, какао тертое, сухое обезжиренное молоко, лактоза, сухое цельное молоко, молочный жир, сухая молочная сыворотка, эмульгатор (соевый лецитин), ароматизатор (ванилин)); глюкозный сироп (кукурузный, пшеничный), сахар, масло пальмовое рафинированное дезодорированное, сухое обезжиренное молоко, какао порошок, ячменный солодовый экстракт, соль, сухой яичный белок";"Бренд: Mars
Вид конфет: батончики
Вид шоколада: молочный
Вкус начинки: карамельный, шоколадный
Не содержит: консерванты
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 455
Белки, г: 3.9
Жиры, г: 17.7
Углеводы, г: 70
Вес, г: 200
Страна производства: Россия
Стандарты производства: СТО 11489576-006-2006
Условия хранения: хранить при температуре от +5°С до +22°С и относительной влажности не более 70%
Срок годности: 9 месяцев";https://img.05.ru/resize/UF3lzie4eYYSC8eVWAri5sodxWUCZH9WJ7U5Ofcq7Uk//rs:fit:1515:949:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTUzNDUvNC5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные Птица дивная десерт, 1кг Акконд;353₽;;"сахар, патока, жир растительный (рафинированные дезодорированнные растительные масла, антиокислитель-альфа-токоферол), мука пшеничная, цельное сгущенное молоко с сахаром ( молоко цельное, молоко обезжиренное, сахара-сахароза, лактоза), тертое какао, эквивалент масла какао ( растительные масла-пальмовое и ши), какао-порошок, продукты яичные, желирующий агент-агар, эмульгатор-соевый лецитин, соль, разрыхлители - гидрокарбонат натрия, гидрокарбонат аммония; консервант- кислота сорбиновая, ароматизаторы - ванилин, крем-брюле.";"Бренд: Акконд
Вид конфет: суфле
Вид шоколада: молочный
Вкус начинки: суфле
Добавки: печенье
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 442
Белки, г: 3
Жиры, г: 22
Углеводы, г: 58
Вес, г: 1000
Страна производства: Россия
Условия хранения: хранить при температуре (18 ± 3) °С и относительной влажности воздуха не более 75%.
Срок годности: 3 месяца";https://img.05.ru/resize/iZQ0LP1-E4jiV4vKxKDnCogz7xqayBlrjvXi6oDu3_Q//rs:fit:382:243:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU1MDUvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные Золотой степ, 1кг Славянка;338₽;;арахис, патока, сахар, молоко цельное сгущенное с сахаром (молоко цельное, молоко обезжиренное, сахара, (сахароза, лактоза)), жир растительный (масла растительные, антиокислители (Е319, кислота лимонная)), эквивалент масла какао (масла растительные, эмульгатор лецитин соевый, антиокислители (Е306, кислота лимонная)), сыворотка молочная сухая, какао тертое, молоко сухое обезжиренное, эмульгаторы (лецитин соевый, Е476), заменитель масла какао (масла растительные, эмульгаторы (Е492, лецитин соевый), антиокислитель Е306), соль, ядра фундука тертые, ароматизаторы, какао-порошок;"Бренд: Степ
Вид конфет: шоколадные
Вид шоколада: молочный
Вкус начинки: карамель
Добавки: арахис
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 499
Белки, г: 10.5
Жиры, г: 27.5
Углеводы, г: 51
Вес, г: 1000
Страна производства: Россия
Стандарты производства: ТУ 9124-013-00340546-2003
Условия хранения: хранить при температуре (18 ± 3) °С и относительной влажности воздуха не более 75%; не подвергать воздействию прямого солнечного света; хранить в помещениях, не зараженных вредителями хлебных запасов
Срок годности: 8 месяцев";https://img.05.ru/resize/MQdi2d8sglO782mFTELoOs7FM7urpO9Hat49poP6dnI//rs:fit:1788:1030:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay8wMDAwMDE5NTQ5OC8yLmpwZw;;
Сладости;Конфеты;Шоколадные конфеты;;Набор конфет, 125гр Ferrero Rocher;353₽;;молочный шоколад (сахар, масло какао, тертое какао, сухое обезжиренное молоко, молочный жир, эмульгатор: лецитины, ароматизатор), лесные орехи, сахар, растительный жир, пшеничная мука, сухая молочная сыворотка, обезжиренный какао-порошок, эмульгатор: лецитины, разрыхлитель: гидрокарбонат натрия, соль, ароматизатор. Содержит орехи, молоко, злаки, содержащие глютен, сою и продукты их переработки.;"Бренд: Ferrero Rocher
Упаковка: картонная коробка
Вкус начинки: ореховый
Энергетическая ценность в 100 г (ккал): 603
Белки, г: 8.2
Жиры, г: 42.7
Углеводы, г: 44.4
Вес, г: 125
Страна производства: Германия
Условия хранения: хранить при температуре 18±4'C
Срок годности: 9 месяцев";https://img.05.ru/resize/nQSjtVgM39CaXS056422pIhKoa95xTdrd4JZls9Yfn4//rs:fit:1316:1140:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODgzMDYvNC5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты Лёвушка с карамельной начинкой, 1кг Славянка;278₽;;патока, сахар, какао-тёртое, эквивалент масла какао (масла растительные, эмульгатор лецитин соевый, антиокислитель Е306, кислота лимонная), молоко цельное сгущённое с сахаром (сахара: сахароза, лактоза, молоко цельное), агент желирующий пектин, заменитель масла какао (масла растительные, эмульгаторы: Е492, летицин соевый, антиокислитель Е306);"Бренд: Славянка
Вид конфет: шоколадные
Вид шоколада: молочный
Вкус начинки: карамель
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 356
Белки, г: 0.9
Жиры, г: 7
Углеводы, г: 74.7
Вес, г: 1000
Страна производства: Россия
Условия хранения: хранить при температуре от +15'C до +21'C и относительной влажности воздуха не более 75%.
Срок годности: 8 месяцев";https://img.05.ru/resize/qlOEGM7DFADAzhB0Q579hcD3gh4F4CZ9YWOuVthKwsk//rs:fit:1920:1061:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU0OTcvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты шоколадные ""Нива"", 1кг Красный Октябрь";427₽;;"сахар, шоколадная глазурь (сахар, какао тертое, эквивалент масла какао (растительные негидрогенизированные масла (пальмовое, ши, иллипе, подсолнечное), какао - порошок, эмульгаторы: лецитин соевый, Е478, ароматизатор ""Ваниль""), заменитель масла какао (частично гидрогенизированные растительные масла: пальмовое, соевое, ши, рапсовое, эмульгатор лецитин), сухое цельное молоко, арахис тертый, вафли дробленые(вода питьевая, мука пшеничная хлебопекарная, масло подсолнечное рафинированное дезодорированное, соль, разрыхлитель гидрокарбонат натрия, эмульгатор лецитин соевый),какао-порошок, вода питеьвая, ароматизатор ""Сливки сгущенные"", эмульгатор лецитин соевый, антиокислитель- аскорбиновая кислота";"Бренд: Красный октябрь
Вид конфет: пралине
Вкус начинки: ореховый
Энергетическая ценность в 100 г (ккал): 530
Белки, г: 8
Жиры, г: 31
Углеводы, г: 54
Вес, г: 1000
Страна производства: Россия
Условия хранения: хранить при температуре от 15'C до 22'C градусов при относительной влажности воздуха менее 75%
Срок годности: 9 месяцев";https://img.05.ru/resize/WgAMmSewYTUA8sHjYq2C8nZ6Pjxic-UURe0a0C8Kqlg//rs:fit:685:652:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTU0ODcvMi5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;"Конфеты с фундуком ""Родные просторы"" 180гр Российский";213₽;;сахар, какао тертое, жир специального назначения (из пальмового масла), сыворотка молочная сухая, вафельная крошка с какао (5,8%) (мука пшеничная (содержит глютен), продукты яичные, какао-порошок, соль, разрыхлитель (гидрокарбонат натрия)), какао-порошок с пониженным содержанием жира, эквивалент масла какао (масла пальмовое, ши), жир специального назначения (масла пальмовое, ши), фундук жареный тертый (2,1%), молочный жир, эмульгаторы (соевый лецитин, Е476), ароматизатор натуральный;"Бренд: Россия - щедрая душа!
Упаковка: картонная коробка
Вид шоколада: молочный
Вкус начинки: фундук
Не содержит: ГМО
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 527
Белки, г: 4.7
Жиры, г: 28
Углеводы, г: 62
Вес, г: 180
Страна производства: Россия
Стандарты производства: СТО 96436727-010-2016
Условия хранения: хранить при температуре (18 ± 3) С и относительной влажности воздуха не более 75 %
Срок годности: 9 месяцев";https://img.05.ru/resize/p1tJ6KgZeFgg5uZzykKnVG123CKgQh7j_ZtK97sAoUU//rs:fit:710:494:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxODM2MDAvMTEuanBn;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты с вафельной крошкой 125гр Родные просторы;180₽;;"сахар, арахис тертый (21%), какао тертое (11.1%), вафля (10.1%) (мука пшеничная (содержит глютен), продукты яичные, разрыхлитель (гидрокарбонат натрия), соль), жир специального назначения (масла пальмовое, ши), эквивалент масла какао (масла пальмовое, ши), сыворотка молочная сухая, молочный жир, эмульгаторы (соевый лецитин, Е476), напиток винный; продукт может содержать орехи";"Бренд: Россия - щедрая душа!
Упаковка: картонная коробка
Вид конфет: шоколадные
Вкус начинки: ореховый
Добавки: вафельная крошка, арахис
Не содержит: глютен
Особенности: в глазури
Энергетическая ценность в 100 г (ккал): 537
Белки, г: 8.7
Жиры, г: 30
Углеводы, г: 57
Вес, г: 125
Страна производства: Россия
Стандарты производства: СТО 96436727-010
Условия хранения: хранить при температуре от +15 до +21°c и влажности не более 75%
Срок годности: 9 месяцев";https://img.05.ru/resize/TsQ4c-CVHKYYoaNevCnAm9_3ScWSl3WXhl1X05iiwxA//rs:fit:987:458:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxOTkxMzcvOS5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты грильяж с орехом Степ 1кг Славянка;316₽;;сахар, арахис дроблёный, патока, жир растительный (масла растительные, эмульгатор лецитин соевый, антиокислители (Е319, лимонная кислота)), заменитель масла какао (масла растительные, эмульгаторы (Е492, лецитин соевый), антиокислитель концентрат смеси токоферолов), какао-порошок, соль, какао-тёртое, молоко сухое обезжиренное, ядра миндаля дроблёные, эмульгаторы (лецитин соевый, эфиры полиглицерина и взаимоэтерифицированных рициноловых кислот), ароматизаторы;"Бренд: Славянка
Упаковка: пластиковый пакет
Вид конфет: грильяж
Вкус начинки: какао, лимонный, молоко
Добавки: арахис, миндаль дробленый, орех, соль морская
Энергетическая ценность в 100 г (ккал): 503
Белки, г: 7.5
Жиры, г: 28.2
Углеводы, г: 53.8
Вес, г: 1000
Условия хранения: хранить при температуре от +15°C до +21°C
Срок годности: 8 месяцев";https://img.05.ru/resize/ixiC47C65goIvMzFLoArfzLtJZTEvU7SewqxnIElW1g//rs:fit:500:255:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAyMDU2NjkvMS5qcGc;;
Сладости;Конфеты;Шоколадные конфеты;;Конфеты шоколадные ассорти из темного и молочного шоколада 192г А.Коркунов;570₽;;"конфеты из молочного шоколада, с цельным фундуком и светлой ореховой начинкой - молочный шоколад: сахар, сухое цельное молоко, какао масло, какао тертое, молочный жир, эмульгаторы (соевый лецитин, Е492), ароматизатор (ванилин), начинка: сахар, фундук, жир специального назначения (масло пальмовое, масло пальмоядровое, эмульгатор (подсолнечный лецитин)), сухое цельное молоко, глюкоза, молочный жир, какао порошок, эмульгатор (соевый лецитин), ароматизатор (ванилин); конфеты из молочного шоколада, с дробленым фундуком и темной ореховой начинкой - молочный шоколад: сахар, сухое цельное молоко, какао масло, какао тертое, молочный жир, эмульгаторы (соевый лецитин, Е492), ароматизатор (ванилин), начинка: фундук, сахар, жир специального назначения (масло пальмовое, масло пальмоядровое, эмульгатор (подсолнечный лецитин)), сухое цельное молоко, какао порошок, глюкоза, молочный жир, эмульгатор (соевый лецитин), ароматизатор (ванилин, лесной орех); конфеты из темного шоколада, с темной ореховой нач";"Бренд: Коркунов
Упаковка: картонная коробка
Вид шоколада: молочный, темный
Добавки: фундук дробленый, фундук цельный, вафельная крошка
Энергетическая ценность в 100 г (ккал): 559
Белки, г: 6.7
Жиры, г: 36
Углеводы, г: 50.3
Страна производства: Россия
Условия хранения: хранить при температуре от +5°C до +22°C и относительной влажности воздуха не более 70%
Срок годности: 1 год";https://img.05.ru/resize/Gs9UFhx6b827nIu3i8DwMHpT7uyd__G_GaiRsalQ3ZQ//rs:fit:2269:1299:0:0/q:80/bG9jYWw6Ly8vdXBsb2FkL2libG9jay9kYXJrc3RvcmUvMDAwMDAxNjYxNzAvNi5wbmc;;
